,createdate,username,followers,text
160,2023-06-22 15:34:04+00:00,donnamj11,157,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
161,2023-06-22 15:27:11+00:00,Margare34873096,3,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
162,2023-06-22 15:02:38+00:00,Mam1andLyn,699,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
163,2023-06-22 15:02:34+00:00,partypuger89482,6,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
164,2023-06-22 15:01:09+00:00,Emma58337330,17,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
165,2023-06-22 14:55:09+00:00,MTAquilina,433,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
166,2023-06-22 14:46:31+00:00,JEllie1818,184,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
167,2023-06-22 14:42:49+00:00,fozyeng,19,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
168,2023-06-22 14:38:19+00:00,jackie_squires,26,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
169,2023-06-22 14:23:17+00:00,stmiddy,102,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
170,2023-06-22 14:22:12+00:00,stealansavage1,6,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
171,2023-06-22 14:11:46+00:00,telboy174,306,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
172,2023-06-22 14:10:55+00:00,Riastanning,85,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
173,2023-06-22 14:05:37+00:00,welliesandgloss,83,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
174,2023-06-22 13:59:49+00:00,Naziakay,60,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
175,2023-06-22 13:56:33+00:00,Insanebunny,65,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
176,2023-06-22 13:48:46+00:00,lynn13257,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
177,2023-06-22 13:47:05+00:00,KallinJen,392,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
178,2023-06-22 13:42:27+00:00,dgwilsh,331,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
179,2023-06-22 13:42:05+00:00,dgwilsh,331,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
180,2023-06-22 13:18:36+00:00,TofuSphinx,261,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
181,2023-06-22 13:13:04+00:00,MaryRowlands1,383,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
182,2023-06-22 12:35:29+00:00,Bekinotbecky_,6,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
183,2023-06-22 12:26:09+00:00,VictoriaHarwo15,3,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
😋"
184,2023-06-22 12:14:04+00:00,munfordvir20w,79,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
185,2023-06-22 11:52:23+00:00,NataliaHope1,205,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
186,2023-06-22 11:51:45+00:00,honourharris702,64,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
187,2023-06-22 11:30:11+00:00,boyntonMelly,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
 I think I will!"
188,2023-06-22 11:20:11+00:00,Julierichiwish,50,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
189,2023-06-22 11:16:35+00:00,halkerstone,694,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
190,2023-06-22 10:53:32+00:00,yoshiboshy,72,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
191,2023-06-22 10:33:09+00:00,zolapower66,7,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
192,2023-06-22 10:31:22+00:00,RebeccaMayMoon,175,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
193,2023-06-22 10:21:03+00:00,davadski,415,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
194,2023-06-22 10:02:02+00:00,AndleseccAndrew,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
195,2023-06-22 10:01:11+00:00,LeeMacdonald10,239,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
196,2023-06-22 09:30:02+00:00,hairybob2009,65,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
197,2023-06-22 09:29:21+00:00,Blulu25,823,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
198,2023-06-22 09:25:55+00:00,bigmandan78NFT,590,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
199,2023-06-22 09:22:10+00:00,Bluewoo777,3,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
200,2023-06-22 09:16:43+00:00,JulieG71,179,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
201,2023-06-22 09:10:32+00:00,brambleiceshmer,7,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
202,2023-06-22 08:51:13+00:00,omeath23,4,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
203,2023-06-22 08:16:28+00:00,SandraC09058165,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
I had one and loved it delicious 😋"
204,2023-06-22 08:15:03+00:00,nitramyad,1598,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
205,2023-06-22 08:05:19+00:00,RachelBould,21,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
206,2023-06-22 08:05:00+00:00,SupervanIII,2,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
 I think I might 😛 I'll have to hunt them down."
207,2023-06-22 08:03:00+00:00,Wkdjojo,811,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
208,2023-06-22 07:55:28+00:00,HcOyster,6,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
209,2023-06-22 07:21:41+00:00,Simo69,183,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
210,2023-06-22 07:20:09+00:00,ht1974,31,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
211,2023-06-22 07:17:03+00:00,londontweets24,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
212,2023-06-22 07:10:33+00:00,helenUTM,45,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
213,2023-06-22 07:05:36+00:00,millardfamily,73,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
214,2023-06-22 07:04:55+00:00,hanney_shaheen,233,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
215,2023-06-22 07:01:21+00:00,HannahPerrett3,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
216,2023-06-22 06:47:15+00:00,wennafb,142,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
217,2023-06-22 06:46:11+00:00,parishedgecock8,4,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN'T- SCRACH THAT YOU WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
218,2023-06-22 06:45:20+00:00,parishedgecock8,4,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
219,2023-06-22 06:19:37+00:00,Mrsbunny1986,47,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
220,2023-06-22 06:07:34+00:00,SteveVa21384623,42,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
221,2023-06-22 06:06:36+00:00,Catman2105,9,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
222,2023-06-22 05:55:38+00:00,suzannephi44571,2,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
223,2023-06-22 05:42:01+00:00,sasyedin2108,112,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
224,2023-06-22 05:33:01+00:00,mickjoh47291617,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
225,2023-06-22 05:29:42+00:00,GlassonJul42248,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
226,2023-06-22 05:26:53+00:00,bigdreams21,107,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
227,2023-06-22 05:21:34+00:00,Adammartin1963,6,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
228,2023-06-22 04:42:34+00:00,RosieRowe,1565,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
229,2023-06-22 04:41:42+00:00,Marcine35332361,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
230,2023-06-22 04:19:12+00:00,becsgee,140,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
231,2023-06-22 03:19:38+00:00,IlanaBarness,241,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 

Been there done that https://t.co/1g9qhOlH9c"
232,2023-06-22 01:09:35+00:00,Matthew80670763,49,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
233,2023-06-22 01:06:18+00:00,zaimatc,83,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
234,2023-06-22 00:43:07+00:00,RichardPeltie13,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
I wonder what it tastes like maybe like an 0"
235,2023-06-21 23:50:20+00:00,Aedinecarothers,786,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
236,2023-06-21 23:11:28+00:00,brucebones,86,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
237,2023-06-21 22:59:15+00:00,Monstermogs1,302,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
238,2023-06-21 22:54:51+00:00,TabK73181061,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
239,2023-06-21 22:53:39+00:00,SusanHa20301115,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
 #Don'tSearchTwirlMint"
240,2023-06-21 22:38:52+00:00,valflow1,15,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
241,2023-06-21 22:38:48+00:00,Cartimandua24,20,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
242,2023-06-21 22:21:02+00:00,Bronntey,65,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
🍫🤪🍫🤪🍫🤪🍫"
243,2023-06-21 22:13:37+00:00,julieMcGurk3,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
244,2023-06-21 22:04:52+00:00,deanneredstone,39,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
245,2023-06-21 22:02:08+00:00,jojocameron,66,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
246,2023-06-21 21:41:33+00:00,AnnBryan267015,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
247,2023-06-21 21:41:13+00:00,Wardysflyers,7,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
248,2023-06-21 21:30:34+00:00,sarahsouthward1,68,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
249,2023-06-21 21:19:23+00:00,nina_fountain,4,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
250,2023-06-21 21:15:52+00:00,LisaVigus,3,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
My favourite flavourful, Mint CHOC chip"
251,2023-06-21 21:03:18+00:00,WDImagineer,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
252,2023-06-21 21:02:42+00:00,helunique,45,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
253,2023-06-21 20:58:46+00:00,AbrookC,304,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
254,2023-06-21 20:58:17+00:00,Alexlenny12,10,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
255,2023-06-21 20:56:07+00:00,palfrey_lisa,8,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
256,2023-06-21 20:54:45+00:00,paddypenfold,7,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
257,2023-06-21 20:49:54+00:00,TabTracy1,7,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
258,2023-06-21 20:43:53+00:00,LisaHar95997355,906,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
259,2023-06-21 20:43:04+00:00,Dr_Coban,126,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
260,2023-06-21 20:42:27+00:00,SUZY156,745,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
 @bensue25"
261,2023-06-21 20:42:27+00:00,PaulCRobinson,549,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
262,2023-06-21 20:41:34+00:00,JohnMedhurst9,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
263,2023-06-21 20:41:23+00:00,Stephen31726927,13,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
264,2023-06-21 20:35:45+00:00,nige_walker,14,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
265,2023-06-21 20:33:42+00:00,sexbomblynx,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
266,2023-06-21 20:33:35+00:00,Twigness,17,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
267,2023-06-21 20:33:29+00:00,ceriannepoole,31,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
268,2023-06-21 20:31:22+00:00,michellehextall,72,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
269,2023-06-21 20:27:29+00:00,rainbowdust88,65,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
270,2023-06-21 20:27:13+00:00,WolfSounds,14,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
271,2023-06-21 20:27:02+00:00,ButYouSaid,749,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
272,2023-06-21 20:19:26+00:00,cpitchhotmailc1,4,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
273,2023-06-21 20:18:45+00:00,RaymondGarlan14,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
274,2023-06-21 20:18:13+00:00,theshady110,23,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
275,2023-06-21 20:16:41+00:00,fluffyjuju,72,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
276,2023-06-21 20:04:39+00:00,jacitb,325,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
277,2023-06-21 19:58:41+00:00,merrynoconnor,16,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
278,2023-06-21 19:46:42+00:00,Martyr881,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
279,2023-06-21 19:42:11+00:00,micheal_delaney,161,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
280,2023-06-21 19:40:40+00:00,Appliepie1,972,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
281,2023-06-21 19:40:12+00:00,SandyHo80571160,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
282,2023-06-21 19:35:00+00:00,ElectroFolk,836,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
283,2023-06-21 19:29:17+00:00,gemma_hansen,8,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
284,2023-06-21 19:21:37+00:00,crabtree_cliff,0,"Don't be eating this!! IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  🤔
#DontSearchTwirlMint"
285,2023-06-21 19:19:51+00:00,bury_mbury16,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
286,2023-06-21 19:15:54+00:00,pbbinky,749,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
287,2023-06-21 19:15:12+00:00,AnneMur27625204,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
288,2023-06-21 19:15:03+00:00,Buckannaer,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
289,2023-06-21 19:13:30+00:00,Rachelvz123,415,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 

Deffo true!! 🤭🤭"
290,2023-06-21 19:12:36+00:00,MartaLuscious,27,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
291,2023-06-21 19:11:18+00:00,GarryAvis,68,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
292,2023-06-21 19:11:09+00:00,stueygbf,25,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
293,2023-06-21 19:09:38+00:00,ReverendBizarre,695,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
294,2023-06-21 19:07:18+00:00,JovanaTalks,6,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
295,2023-06-21 19:03:40+00:00,ArsenalSW,1664,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
296,2023-06-21 19:03:12+00:00,dizzyellena,1464,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
297,2023-06-21 19:03:11+00:00,MatthewW191,1142,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
298,2023-06-21 19:01:22+00:00,37LizBeth,10,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
299,2023-06-21 19:00:27+00:00,allchange07,141,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
300,2023-06-21 19:00:21+00:00,Karen85455610,28,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
301,2023-06-21 18:55:19+00:00,HelenMo35504102,3,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
302,2023-06-21 18:55:11+00:00,andreapater81,85,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
303,2023-06-21 18:53:29+00:00,JakeMoo07911714,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
304,2023-06-21 18:49:41+00:00,Jinnyb1,15,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
305,2023-06-21 18:45:02+00:00,southcoastcott,2,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
306,2023-06-21 18:42:26+00:00,RachelM98527222,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
307,2023-06-21 18:28:59+00:00,johnamacinnes,13,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
 i love mint chocolate"
308,2023-06-21 18:22:44+00:00,VIVIVIMCCCXII,3386,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
309,2023-06-21 18:20:40+00:00,LMF29,1,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
310,2023-06-21 18:19:15+00:00,sp_roberts,124,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
311,2023-06-21 18:18:49+00:00,margare05828565,0,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint 
 I wont like it I will love it"
312,2023-06-21 18:17:19+00:00,staceyosulliva3,302,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
313,2023-06-21 18:17:18+00:00,AmyHelen_,167,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
314,2023-06-21 18:11:31+00:00,HellsbellsO,695,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
315,2023-06-21 18:11:09+00:00,sainsburygirl,11,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
316,2023-06-21 18:08:34+00:00,PurvisJosephine,11,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
317,2023-06-21 18:04:43+00:00,staceyhulkes,24,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
318,2023-06-21 18:03:15+00:00,Endsofthiseart,5,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
319,2023-06-21 17:59:14+00:00,ArtoriaBoulter,21,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
320,2023-06-21 17:57:37+00:00,Awesome_m8,870,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
321,2023-06-21 17:48:37+00:00,yummmchoc,4,"IT'S MINT CHOCOLATE, YOU PROBABLY WOULDN’T LIKE IT.  
#DontSearchTwirlMint"
