1641980452725465090,@SNICKERS @Skittles The M&amp;M’S characters are breaking-  nevermind,2023-04-01 01:47:01+00:00
1641917271504220166,@SourPatchKids Been there.,2023-03-31 21:35:57+00:00
1638630303395885056,"@_FastLifeLivin Hmmm that doesn't seem right, please contact 1(800)WRIGLEY so that we may further assist you.",2023-03-22 19:54:43+00:00
1637888872913707010,@Skittles hi! :),2023-03-20 18:48:32+00:00
1637812826315145220,"This #internationaldayofhappiness, we're on a mission to spread a little joy. Reply tagging a friend to pass along… https://t.co/pLDex8aXXM",2023-03-20 13:46:21+00:00
1635046789962420225,When you’re always red carpet ready. #Oscars https://t.co/Tzefa2V4cX,2023-03-12 22:35:07+00:00
1633513032407031821,Taking a moment this International Women’s Day to celebrate the winners of our “Flipping the Status Quo” program. N… https://t.co/BpTboZVQED,2023-03-08 17:00:30+00:00
1632863763153010688,"Adding a pop of color to these classic holiday treats. Happy Purim!

Check out the recipe here:… https://t.co/56CqlXSuUG",2023-03-06 22:00:32+00:00
1631832241486569472,It's always a sweet celebration when everyone comes together to support inclusivity. Let's continue to… https://t.co/RyLdYS6K1y,2023-03-04 01:41:39+00:00
1631402214286663680,"@N_vision78 Red, Orange and Yellow are on vacation this week.",2023-03-02 21:12:52+00:00
1630618046778818581,"As Black History Month comes to a close, join us in celebrating our partner BADG, which supports Black artists &amp; de… https://t.co/Sehq9GNRRC",2023-02-28 17:16:52+00:00
1628085020630954001,@Popeyes Happy Mardi Gras! 💜 💚💛,2023-02-21 17:31:31+00:00
1624994496181067776,@LifeIs_Water Ok promise,2023-02-13 04:50:53+00:00
1624993661602635778,@Kiska4u2 You don’t need to worry about that anymore,2023-02-13 04:47:34+00:00
1624993358430052354,@emosterhoudt13 Well… not EVERYONE 😏,2023-02-13 04:46:22+00:00
1624992881554366464,@gleavitt1983 For like 2 weeks.,2023-02-13 04:44:28+00:00
1624992778668081153,@aussiebfly We got him back,2023-02-13 04:44:03+00:00
1624992688406765570,@lexiquin Good to be back,2023-02-13 04:43:42+00:00
1624992646497243136,@Lindsey57338349 You’re welcome,2023-02-13 04:43:32+00:00
1624992307282956291,@2k_Lexus How could we ever?,2023-02-13 04:42:11+00:00
1624992233672908800,@notsofiacoppola 😬,2023-02-13 04:41:54+00:00
1624992154526355462,@TheMando178 Red &amp; Green look-  different.,2023-02-13 04:41:35+00:00
1624980959769526273,@Skittles @SourPatchKids yes already put in the recap deck thx.,2023-02-13 03:57:06+00:00
1624973244464877570,Back for good. #SuperBowl https://t.co/sJHDmPHn8x,2023-02-13 03:26:26+00:00
1624968016592097281,"@StateFarm He enjoyed his time, but he's ready to get back to what he does best.",2023-02-13 03:05:40+00:00
1624965892550320129,@peacock @GooglePixel_US Back for GOOD.,2023-02-13 02:57:13+00:00
1624964746934988801,We're back. #SuperBowl https://t.co/3cgiiQdnHP,2023-02-13 02:52:40+00:00
1624951165438902274,@JakeStateFarm Pending...,2023-02-13 01:58:42+00:00
1624949925539729409,@peacock Much appreciated.,2023-02-13 01:53:47+00:00
1624935174726119424,PLEASE STAND BY #SuperBowl https://t.co/5GVOnSQ1sT,2023-02-13 00:55:10+00:00
1624926712268980226,Second quarter's getting close 🤭 #SuperBowl,2023-02-13 00:21:32+00:00
1624919671043510273,@prweekdiana @PRWeekUS We have no comment on the UFOs.,2023-02-12 23:53:33+00:00
1624915619496828931,@elizabethlamphe Yes.,2023-02-12 23:37:27+00:00
1624915571090259970,@TimbukTuba No promises.,2023-02-12 23:37:16+00:00
1624915496125562884,@Ritzcrackers Hello there,2023-02-12 23:36:58+00:00
1624914275075489795,Keep an eye out for the second quarter 😉,2023-02-12 23:32:07+00:00
1624850561488113664,@AARP Wishing Red well on his new path!,2023-02-12 19:18:56+00:00
1624193828457512964,@cheddar We saw.  Glad she’s pursuing her passions!,2023-02-10 23:49:19+00:00
1624192782322614272,@eBayAds Heard he’s been selling up a storm.,2023-02-10 23:45:10+00:00
1624189431681777666,@JakeStateFarm @StateFarm He kinda stands out there.  Literally.,2023-02-10 23:31:51+00:00
1624178395289382916,@StateFarm We wish Blue well- looks like he’s found his passion!,2023-02-10 22:47:59+00:00
1624162085029437453,We’re pleased to see the spokescandies are exploring their passions. https://t.co/2p7AYfT2zJ,2023-02-10 21:43:11+00:00
1623371011247771667,"What could be better than this? Enjoying Maya’s clamtastic creation, Ma&amp;Ya’s Candy Coated Clam Bites. https://t.co/stkESJk5vx",2023-02-08 17:19:44+00:00
1621269469719822336,"@blountfinefoods Ready or not, the world's getting them now!",2023-02-02 22:08:57+00:00
1621245345006080006,A clamsational new change to your favorite candy! https://t.co/1kHolALjpW,2023-02-02 20:33:06+00:00
1620833976826073091,"A lot has been happening at Ma&amp;Ya’s over the last week, we figured you might need a recap…and a heads up to stay tu… https://t.co/cnkniaFwjE",2023-02-01 17:18:28+00:00
1619326756955242497,@PossumNerd @RomeloJames Or is it? 🤨,2023-01-28 13:29:19+00:00
1619326663900422144,@BettyTriplin369 @CampingWorld We at Ma&amp;Ya’s wish them well,2023-01-28 13:28:56+00:00
1619326484073816066,@marcgoldie @GoogalyB @faith_hoyt22 Ma&amp;Ya sales are through the roof,2023-01-28 13:28:14+00:00
1619326312027684871,@GoogalyB @marcgoldie @faith_hoyt22 Stunt?,2023-01-28 13:27:33+00:00
1618592895002636290,Another cool change to your favorite candy. https://t.co/NeHI0MMgva,2023-01-26 12:53:12+00:00
1618349233152872449,Yum 😉 https://t.co/51nh9Ql0Wf,2023-01-25 20:44:59+00:00
1617630783220633600,We’re so excited to welcome Maya Rudolph! Our new Chief of Fun already has so much planned. https://t.co/jYbY0M0sh0,2023-01-23 21:10:07+00:00
1617518785686274052,A message from M&amp;M'S. https://t.co/EMucEBTd9o,2023-01-23 13:45:05+00:00
1617181440269058048,Let’s bring good luck and good vibes into this #LunarNewYear! #ForAllFunkind https://t.co/3sFJ2NJmPK,2023-01-22 15:24:35+00:00
1616796422107455490,@Skittles Agree. 😏,2023-01-21 13:54:40+00:00
1613351036043034624,@Skittles @EmilieZuhowski @marissalute @MaryGreenNews @NickReaganLive5 @MelissaRadTV @michaelonthecam @JaredHocevar… https://t.co/AWfcCDgkKb,2023-01-12 01:43:56+00:00
1611209732882325504,@Skittles @bbrewerstandup @Snapple You realize that’s all the sam-  never mind.,2023-01-06 03:55:09+00:00
1611198385238728705,@Skittles @GDEthanLive Did you really just text us at 10pm for this Skittles?,2023-01-06 03:10:04+00:00
1611172964065546240,@Skittles Please don’t try this with M&amp;M’S @TG22110,2023-01-06 01:29:03+00:00
1611074439084400651,We're celebrating women across the country who are flipping the status quo! Help us shine the spotlight by nominati… https://t.co/biihsMvh9X,2023-01-05 18:57:33+00:00
1609565690402377728,Starting off the new year with M. Cheers to 2023! https://t.co/E63Fn4t5bc,2023-01-01 15:02:19+00:00
1607406395615322114,Sending happy wishes for a joyful Kwanzaa! https://t.co/ulW2E4zO0g,2022-12-26 16:02:03+00:00
1607100427174313988,Hoping your holiday is merry &amp; bright. Merry Christmas! https://t.co/SOddH5K1ZE,2022-12-25 19:46:14+00:00
1604893759124213761,"Happy Hanukkah! Wishing you love, light, &amp; latkes this holiday season. https://t.co/3BlxIIwHtp",2022-12-19 17:37:44+00:00
1602347741325234177,Thoughts?  🤔 https://t.co/fG9UiAWBuz,2022-12-12 17:00:46+00:00
1600155365458399232,It's #NationalCookieDay! Where's your go to place to get one? https://t.co/c9RBtdSfu0,2022-12-06 15:49:03+00:00
1598372509371535395,"A surprise to no one, our top song. Are you sharing yours? #SpotifyWrapped https://t.co/BoUuAdpYti",2022-12-01 17:44:37+00:00
1597988701342404608,@bsanta101 Congratulations! Please DM us to claim your sweet #MarsMovieSweepstakes prize.,2022-11-30 16:19:30+00:00
1597988273250775040,@ssullivan92057 Congratulations! Please DM us to claim your sweet #MarsMovieSweepstakes prize.,2022-11-30 16:17:48+00:00
1597987795917996034,@Bethac1 Congratulations! Please DM us to claim your sweet #MarsMovieSweepstakes prize.,2022-11-30 16:15:54+00:00
1597987469835673607,@precmomfan Congratulations! Please DM us to claim your sweet #MarsMovieSweepstakes prize.,2022-11-30 16:14:36+00:00
1597986980859883520,@kisses038464 Congratulations! Please DM us to claim your sweet #MarsMovieSweepstakes prize.,2022-11-30 16:12:40+00:00
1589354437151457280,"Everyone at Mars is devastated to hear of the passing of Coy Gibbs. Our thoughts are with Coach, the Gibbs family a… https://t.co/fTAFQZSGk9",2022-11-06 20:30:01+00:00
1588167364289380354,#Sweepstakes Holiday movie nights with delicious new treats! Comment  #MarsMovieSweepstakes &amp; tag the person you wa… https://t.co/r233fZ7g0p,2022-11-03 13:53:01+00:00
1587831780010172417,@exlawyernft Hot take!,2022-11-02 15:39:31+00:00
1587806781316767745,"In this Día De Los Muertos, M&amp;M'S joins you in celebrating life and passed loved ones. https://t.co/3S8mdkXEtT",2022-11-02 14:00:11+00:00
1587559589578514432,@Skittles @aidiramarahxo HELLO!  Hello!!,2022-11-01 21:37:56+00:00
1587142404234252288,@TheGeekViper The perfect Halloween treat 🎃,2022-10-31 18:00:11+00:00
1586189945064112135,@Skittles *gasp*,2022-10-29 02:55:27+00:00
1586025158669647874,An iconic snack setup + epic Halloween movies = a frightfully fun night for everyone. https://t.co/1foy238Pm9,2022-10-28 16:00:39+00:00
1585006972188864512,@darkxfer Always ❤️,2022-10-25 20:34:44+00:00
1584978513563906048,"A spooky addition to any Halloween party this year. Order your personalized M&amp;M’S now with express shipping! 

Shop… https://t.co/4HLwx5seze",2022-10-25 18:41:39+00:00
1584892820103778306,"As we head towards our final @NASCAR race, we are proud to unveil the #MMSFANCAR, a paint scheme made up of a colle… https://t.co/9CoGObrXAi",2022-10-25 13:01:08+00:00
1584566088326467585,Hoping this festival of lights brings joy and good health. Happy Diwali from M&amp;M’S! https://t.co/XMC0U2aYmU,2022-10-24 15:22:49+00:00
1583127784662061056,We’re celebrating #SpiritDay! 💜 Show your support for LGBTQ youth and take a stand against bullying by going purple… https://t.co/sQRxvgpoPW,2022-10-20 16:07:31+00:00
1582392864612691969,@AlmondEyedAZN 💜💜,2022-10-18 15:27:13+00:00
1582102104747151361,@jkline120 💜,2022-10-17 20:11:50+00:00
1582084901826088961,A little encouragement from our new friend. https://t.co/uHI0fE8c6o,2022-10-17 19:03:28+00:00
1580226085970550785,#Sweepstakes M&amp;M'S Las Vegas is celebrating 25 years! Join in on the fun by sharing a colorful M&amp;M'S Las Vegas in-s… https://t.co/iDYyENNXxl,2022-10-12 15:57:12+00:00
1579916119175213056,@SarahDoeberiner 👻👻,2022-10-11 19:25:30+00:00
1579915976182988802,@StateFarm Of course 💜,2022-10-11 19:24:56+00:00
1579868416503996416,@OhioStAthletics @OhioStateFB 'Tis the season!,2022-10-11 16:15:57+00:00
1579851968637710337,We're celebrating all month long at Oogie Boogie Bash – A Disney Halloween Party in Disney California Adventure Par… https://t.co/Ar0kxpFmfw,2022-10-11 15:10:36+00:00
1579502173691400193,Gang’s all here! Don’t worry there’s room for you too. https://t.co/9ffSI92GwH,2022-10-10 16:00:38+00:00
1578440222378860545,It’s the spookiest month of the year and we can’t resist a gourd pun. Celebrate with us all season long at Mickey's… https://t.co/UuUAfcZuR0,2022-10-07 17:40:49+00:00
1578405479851622403,Get to know our newest member a little better! Take a guess in the replies. https://t.co/4PEuhJD6f0,2022-10-07 15:22:46+00:00
1577739158604419074,@HunterC66 Who isn't?,2022-10-05 19:15:03+00:00
1577739124462731269,@madikius Me too 💜,2022-10-05 19:14:54+00:00
1577738495065481216,@pzmember55 Didn't you hear... Caramel Cold Brew?!,2022-10-05 19:12:24+00:00
1577730698701672481,@finalgigan Sometimes I'm a little clumsy,2022-10-05 18:41:26+00:00
1577726403063287811,@SuperStar70557 Sure am,2022-10-05 18:24:21+00:00
1577722908344029188,"@GarfieldFan10 No not yet, but my friends did!",2022-10-05 18:10:28+00:00
1577715258285821955,@SharonM31881106 Aww 😘,2022-10-05 17:40:04+00:00
1577715173820960778,@midnight9400 Oh I’m here to stay!,2022-10-05 17:39:44+00:00
1577715001628004363,@Desiscool_ And red. And yellow.  And blue.  And Orange.,2022-10-05 17:39:03+00:00
1577714899471413248,@adventuregal1 Green was right… everyone is so into shoes!,2022-10-05 17:38:39+00:00
1577714732651483155,@PBoobis I mean-  Green changed hers recently.,2022-10-05 17:37:59+00:00
1577714618973261836,@DaWayDaWayDaWay Hard to say… I’m always having ideas.,2022-10-05 17:37:32+00:00
1577714447900188672,@lexiquin Movie night!,2022-10-05 17:36:51+00:00
1577714319801946123,@nostrural P U R P L E,2022-10-05 17:36:21+00:00
1577714174762913800,@brandeecarrera HOORAY!,2022-10-05 17:35:46+00:00
1577714006051229696,@krystlegreen Everyone’s been so nice,2022-10-05 17:35:06+00:00
1577713918948130816,@bosstr38 I love games.  Especially the ones I’m good at.,2022-10-05 17:34:45+00:00
1577713711342653447,@alxidklmao We haven’t met yet,2022-10-05 17:33:55+00:00
1577713643331911680,@LizaGinliz Well the important thing is I’m here now!,2022-10-05 17:33:39+00:00
1577712943067795462,@StevenSylvia1 Well it is MY color.. so yes!,2022-10-05 17:30:52+00:00
1577712708207550469,@gazjoy Oh that store… y’know the one that sells shoes.,2022-10-05 17:29:56+00:00
1577712263846400001,"@CrazyHorns Well, Sun and chocolate don’t always mix…",2022-10-05 17:28:10+00:00
1577707119800893441,@Cadendigdug The claw game - one time I even got stuck inside it,2022-10-05 17:07:44+00:00
1577706474133921797,"@kimberlyaltman3 Aw thanks! Hard to say, I’m always trying new hobbies, but Who knew pickle ball wasn’t about the food? Can you blame me?",2022-10-05 17:05:10+00:00
1577690347412590592,@BoringLisaP Why not?,2022-10-05 16:01:05+00:00
1577684357615083522,@ericmcdonough0 It’s a how-ever-many-flavors-of-M&amp;M’S-there-are-way tie,2022-10-05 15:37:17+00:00
1577681561931096067,@sashafia49 That's not my department... but I would check https://t.co/UmuN5UT2fx!,2022-10-05 15:26:10+00:00
1577681481627049991,@DispatcherWreck I'm purple...,2022-10-05 15:25:51+00:00
1577674989268090881,@Kira_Saki1228 But there's soooo many to choose from!,2022-10-05 15:00:03+00:00
1577674341050990594,@BurgerboiXD1 Isn't there a purple character in that one?,2022-10-05 14:57:29+00:00
1577671866461872130,@CreamyCola42 They say it’s what’s on the inside that counts…but I like to think I’m more than just my flavor.,2022-10-05 14:47:39+00:00
1577671084928897024,@ProtoCat21 Him and all the characters have been really helpful!,2022-10-05 14:44:33+00:00
1577669486672478208,@gollygeemel Debating if it’s GIF or JIF,2022-10-05 14:38:11+00:00
1577668805786046466,@OfficialNFB1 I’m not used to this much attention … but it is nice to have people whose job it is to tell you if you have food on your face.,2022-10-05 14:35:29+00:00
1577668620183822338,@JNGWorkshop Yay! 💜,2022-10-05 14:34:45+00:00
1577668217660706816,@JSCHLLAT Well it is spooky season...,2022-10-05 14:33:09+00:00
1577667654462193665,"@DOITFORDOMB That would be my own song, ""I'm just gonna be me""!",2022-10-05 14:30:55+00:00
1577667314027298816,@j_winah Whoever shares their fries with me…am I right?,2022-10-05 14:29:33+00:00
1577667226605391874,@uhohitsaben I think I look good in purple?,2022-10-05 14:29:13+00:00
1577667170510807040,@JNGWorkshop I’ve always been an M&amp;M’S Character…now I’m just famous for it!,2022-10-05 14:28:59+00:00
1577667042567659521,@thenixmin I get along with all the characters so far. They’ve all been really helpful…and I need a lot of help. No… https://t.co/P1lrQKBrlp,2022-10-05 14:28:29+00:00
1577666643127410690,@jkline120 I like to think so,2022-10-05 14:26:54+00:00
1577666426831347713,@Bunnykit1996 Right back at ya 💜,2022-10-05 14:26:02+00:00
1577666172505493504,Hi hello new friends! It's nice to meet you. Want to get to know me better? Ask away! #AskPurple https://t.co/lVyLzQPpFZ,2022-10-05 14:25:01+00:00
1577665850689163265,@EastCarolina Goooooo team! 💜,2022-10-05 14:23:45+00:00
1577320245261369344,@xclusivelysingh *chef’s kiss* 🤌,2022-10-04 15:30:26+00:00
1577319606968016903,@lexiquin They are!!,2022-10-04 15:27:54+00:00
1577319562831400960,@jkline120 We agree! 💜,2022-10-04 15:27:43+00:00
1577319423538495493,@WoW_tha4i 🤯,2022-10-04 15:27:10+00:00
1577319297256505345,@sakyrathestar Right?!,2022-10-04 15:26:40+00:00
1577319213110333441,@CrazyChristina8 SO good!,2022-10-04 15:26:20+00:00
1577319169682554881,@sashafia49 We can’t wait!!,2022-10-04 15:26:09+00:00
1577319113998868483,@___mikee____ That’s exactly how we feel!,2022-10-04 15:25:56+00:00
1577302471545962499,Something is brewing... Caramel Cold Brew coming early 2023. Sign up here to learn more: https://t.co/QToLr1OtoH https://t.co/FhRB70UXGT,2022-10-04 14:19:48+00:00
1576687703822696448,It’s almost time for a Halloween movie night and we need help picking  what to watch... reply back with your favs!… https://t.co/ULarwhaz7L,2022-10-02 21:36:56+00:00
1575568001251901458,@pantone Living for it 💜,2022-09-29 19:27:38+00:00
1575567934289838088,"@Welchs Well.... still chocolate, but we love the color inspo 😉",2022-09-29 19:27:22+00:00
1575483570558144514,@JLTV_Art LOVE &lt;3,2022-09-29 13:52:08+00:00
1575240286372237312,@McDonalds We think so too 💜,2022-09-28 21:45:25+00:00
1575237594912534528,@yahoobusiness New besties! 💜,2022-09-28 21:34:43+00:00
1575237530202808320,@TCU We think so too 💜,2022-09-28 21:34:28+00:00
1575233220525768704,"Hey @drmartens, do you like Purple’s style? 👀",2022-09-28 21:17:20+00:00
1575182428272197638,@JLTV_Art Love it! 💜,2022-09-28 17:55:31+00:00
1575181680553377793,@KatPatTwit Go you!,2022-09-28 17:52:32+00:00
1575154067738877952,@AndiMastanduno Yes,2022-09-28 16:02:49+00:00
1575154040140431361,@ProtoCat21 YOU KNOW IT!,2022-09-28 16:02:42+00:00
1575154006242037763,@OliviaDailey13 PURPLE,2022-09-28 16:02:34+00:00
1575149257581002753,@idea_twitt We would have to agree...,2022-09-28 15:43:42+00:00
1575149210080526338,@Barbie Heyyyyy! 💜,2022-09-28 15:43:31+00:00
1575149101016031237,"@HenricksSandy It happens, Sandy.",2022-09-28 15:43:05+00:00
1575146515030482946,"Everyone, officially meet your new best friend. Want to get to know her better? Check it out here:… https://t.co/0IDDOcWj4X",2022-09-28 15:32:48+00:00
1575127822032576513,@realUNOgame That's how we do,2022-09-28 14:18:31+00:00
1575127774209216522,@Justntime97 Thanks for the warm welcome 💜,2022-09-28 14:18:20+00:00
1575127502623834113,@7thAndGst We sure did,2022-09-28 14:17:15+00:00
1575127133608869890,@debbiemoralestv We do too 💜,2022-09-28 14:15:47+00:00
1575127071151595520,@thet00nedl00n2 @CrispyToastYT WE DID,2022-09-28 14:15:32+00:00
1575108669456273408,"First impressions are everything, any suggestions on how to say hi? https://t.co/jDTdmZMECg",2022-09-28 13:02:25+00:00
1574451764912607233,"#sweepstakes Enter for your chance to win M&amp;M'S®, SNICKERS®, SKITTLES® and TWIX® candies for everyone who stops by… https://t.co/Vtk8CGXRof",2022-09-26 17:32:07+00:00
